Site ID,Account ID,Building ID,Market,Site Address,City,State,Postal Code,Network Proximity,On Zayo Network Status
Site-019722,Acct-003500,Bldg-271307,Dallas,2000 Winter Hawk Dr,Fort Worth,TX,76177,1949.38,Not on Zayo Network
Site-019723,Acct-003515,Bldg-271305,Atlanta,2000 Towne Lake Hills South Dr,Woodstock,GA,30189,28058.98,Not on Zayo Network
Site-019724,Acct-002565,Bldg-270950,Dallas,1851 W Camp Wisdom Rd,Grand Prairie,TX,75052,20070.56,Not on Zayo Network
Site-019725,Acct-003385,Bldg-271342,Dallas,201 Bursey Rd,Keller,TX,76248,7171.45,Not on Zayo Network
Site-019726,Acct-003479,Bldg-270958,Dallas,1860 Cannon Dr,Mansfield,TX,76063,3853.45,Not on Zayo Network
Site-019727,Acct-003307,Bldg-271365,Dallas,201 W Ryan Rd,Denton,TX,76210,60232.56,Not on Zayo Network
Site-019728,Acct-001283,Bldg-271367,Atlanta,201 Walt Banks Rd,Peachtree City,GA,30269,63282.27,Not on Zayo Network
Site-019729,Acct-003528,Bldg-271367,Atlanta,201 Walt Banks Rd,Peachtree City,GA,30269,63282.27,Not on Zayo Network
Site-019730,Acct-003515,Bldg-271374,Atlanta,2010 Towne Lake Hills South Dr,Woodstock,GA,30189,23071.56,Not on Zayo Network
Site-019731,Acct-003519,Bldg-270989,Atlanta,190 Lagrange St,Newnan,GA,30263,121221.45,Not on Zayo Network
Site-019732,Acct-001283,Bldg-270991,Atlanta,190 Lester Rd,Fayetteville,GA,30215,53718.79,Not on Zayo Network
Site-019733,Acct-003528,Bldg-270991,Atlanta,190 Lester Rd,Fayetteville,GA,30215,53718.79,Not on Zayo Network
Site-019734,Acct-003307,Bldg-270999,Dallas,1900 Jason Dr,Denton,TX,76205,70751,Not on Zayo Network
Site-019735,Acct-003307,Bldg-271015,Dallas,1901 Creekside Dr,Denton,TX,76210,59698.35,Not on Zayo Network
Site-019736,Acct-002565,Bldg-271029,Dallas,1902 Palmer Trl,Grand Prairie,TX,75052,18052.71,Not on Zayo Network
Site-019737,Acct-001630,Bldg-271024,Dallas,1901 Twin Oaks Dr,Mesquite,TX,75181,11.1,Not on Zayo Network
Site-019738,Acct-002565,Bldg-271437,Dallas,2030 Proctor Dr,Grand Prairie,TX,75051,9243.48,Not on Zayo Network
Site-019739,Acct-003515,Bldg-271440,Atlanta,2031 E Cherokee Dr,Woodstock,GA,30188,35022.77,Not on Zayo Network
Site-019740,Acct-003515,Bldg-271463,Atlanta,205 Brown Industrial Pkwy,Canton,GA,30114,75421.25,Not on Zayo Network
Site-019741,Acct-003500,Bldg-271477,Dallas,2051 Texan Dr,Justin,TX,76247,15498.82,Not on Zayo Network
Site-019742,Acct-003500,Bldg-271477,Dallas,2051 Texan Dr,Justin,TX,76247,15498.82,Not on Zayo Network
Site-019743,Acct-001283,Bldg-271089,Atlanta,193 Panther Path,Fayetteville,GA,30215,88976.85,Not on Zayo Network
Site-019744,Acct-003528,Bldg-271089,Atlanta,193 Panther Path,Fayetteville,GA,30215,88976.85,Not on Zayo Network
Site-019745,Acct-003527,Bldg-260430,Atlanta,1260 Rockcut Rd,Forest Park,GA,30297,10314.34,Not on Zayo Network
Site-019746,Acct-003527,Bldg-260432,Atlanta,4475 Hendrix Dr,Forest Park,GA,30297,3281.76,Not on Zayo Network
Site-019747,Acct-003527,Bldg-260431,Atlanta,5277 Ash St,Forest Park,GA,30297,169.88,Not on Zayo Network
Site-019748,Acct-003527,Bldg-260434,Atlanta,10750 English Rd,Hampton,GA,30228,52671.68,Not on Zayo Network
Site-019749,Acct-003527,Bldg-260435,Atlanta,7711 Mount Zion Blvd,Jonesboro,GA,30236,621.87,Not on Zayo Network
Site-019750,Acct-003527,Bldg-260438,Atlanta,5580 Riverdale Rd,Atlanta,GA,30349,328.11,Not on Zayo Network
Site-019751,Acct-003527,Bldg-260407,Atlanta,4495 Simpson Rd,Forest Park,GA,30297,2125.97,Not on Zayo Network
Site-019752,Acct-003527,Bldg-260433,Atlanta,7728 Mount Zion Blvd,Jonesboro,GA,30236,729.06,Not on Zayo Network
Site-019753,Acct-003527,Bldg-260416,Atlanta,205 Northbridge Rd,Fayetteville,GA,30215,66770.59,Not on Zayo Network
Site-019754,Acct-003527,Bldg-260426,Atlanta,10990 Folsom Rd,Hampton,GA,30228,56216,Not on Zayo Network
Site-019755,Acct-003527,Bldg-260439,Atlanta,120 Oriole Dr,Jonesboro,GA,30238,24522.21,Not on Zayo Network
Site-019756,Acct-003527,Bldg-260441,Atlanta,11808 Panhandle Rd,Hampton,GA,30228,64189.06,Not on Zayo Network
Site-019757,Acct-003527,Bldg-260413,Atlanta,178 Lee St,Jonesboro,GA,30236,163.18,Not on Zayo Network
Site-019758,Acct-003527,Bldg-260427,Atlanta,5452 Phillips Dr,Forest Park,GA,30297,668.35,Not on Zayo Network
Site-019759,Acct-003527,Bldg-260428,Atlanta,930 Finley Dr,Forest Park,GA,30297,365.23,Not on Zayo Network
Site-019760,Acct-003527,Bldg-260429,Atlanta,5215 West St,Forest Park,GA,30297,3482.46,Not on Zayo Network
Site-019761,Acct-003527,Bldg-260418,Atlanta,137 Spring St,Jonesboro,GA,30236,384.69,Not on Zayo Network
Site-019762,Acct-003325,Bldg-272530,Denver,3621 W 73rd Ave,Westminster,CO,80030,830.76,Not on Zayo Network
Site-019763,Acct-003514,Bldg-274529,Dallas,6998 Eldorado Pkwy,McKinney,TX,75070,9359.78,Not on Zayo Network
Site-019764,Acct-003385,Bldg-273116,Dallas,7000 Teal Dr,Fort Worth,TX,76137,2146.01,Not on Zayo Network
Site-019765,Acct-003385,Bldg-273118,Dallas,3500 Keller Hicks Rd,Keller,TX,76244,6744.79,Not on Zayo Network
Site-019766,Acct-003385,Bldg-273119,Dallas,3550 Keller Hicks Rd,Keller,TX,76244,7259.58,Not on Zayo Network
Site-019767,Acct-003385,Bldg-273120,Dallas,3095 Johnson Rd,Southlake,TX,76092,6739.15,Not on Zayo Network
Site-019768,Acct-003385,Bldg-273190,Dallas,4600 Alta Vista Rd,Keller,TX,76244,6258.35,Not on Zayo Network
Site-019769,Acct-003385,Bldg-273129,Dallas,7600 Whitley Rd,Fort Worth,TX,76148,7781.19,Not on Zayo Network
Site-019770,Acct-003385,Bldg-273136,Dallas,304 Lorine St,Keller,TX,76248,15158.34,Not on Zayo Network
Site-019771,Acct-003385,Bldg-273186,Dallas,8201 Parkwood Hill Blvd,Fort Worth,TX,76137,10778.76,Not on Zayo Network
Site-019772,Acct-003521,Bldg-273146,Atlanta,650 Hi Hope Ln,Lawrenceville,GA,30043,25429.77,Not on Zayo Network
Site-019773,Acct-003521,Bldg-273163,Atlanta,2946 Clifton Springs Rd,Decatur,GA,30034,1283.26,Not on Zayo Network
Site-019774,Acct-003521,Bldg-273164,Atlanta,538 Industrial Blvd N,Dallas,GA,30132,65206.52,Not on Zayo Network
Site-019775,Acct-003307,Bldg-273165,Dallas,600 Liberty Rd,Aubrey,TX,76227,63717.13,Not on Zayo Network
Site-019776,Acct-003385,Bldg-273167,Dallas,900 Preston Ln,Keller,TX,76248,10005.97,Not on Zayo Network
Site-019777,Acct-003385,Bldg-273168,Dallas,305 Bursey Rd,Keller,TX,76248,7241.85,Not on Zayo Network
Site-019778,Acct-003385,Bldg-273169,Dallas,601 Pate Orr Rd N,Keller,TX,76248,15689.24,Not on Zayo Network
Site-019779,Acct-003385,Bldg-273170,Dallas,300 College Ave,Keller,TX,76248,14888.25,Not on Zayo Network
Site-019780,Acct-003385,Bldg-273171,Dallas,250 College Ave,Keller,TX,76248,15160.33,Not on Zayo Network
Site-019781,Acct-003385,Bldg-273177,Dallas,635 Norma Ln,Keller,TX,76248,13508.75,Not on Zayo Network
Site-019782,Acct-003385,Bldg-273172,Dallas,4647 Shiver Rd,Keller,TX,76244,10835.57,Not on Zayo Network
Site-019783,Acct-003385,Bldg-273178,Dallas,12350 Timber Line Blvd,Fort Worth,TX,76244,6742.62,Not on Zayo Network
Site-019784,Acct-003385,Bldg-273173,Dallas,5401 Wall Price Keller Rd,Keller,TX,76244,11270.91,Not on Zayo Network
Site-019785,Acct-003385,Bldg-273180,Dallas,3901 Summerfields Blvd,Fort Worth,TX,76137,9057.82,Not on Zayo Network
Site-019786,Acct-003385,Bldg-273174,Dallas,9450 Ray White Rd,Keller,TX,76244,11592.67,Not on Zayo Network
Site-019787,Acct-003385,Bldg-273181,Dallas,3821 Staghorn Cirs,Fort Worth,TX,76137,1881.54,Not on Zayo Network
Site-019788,Acct-003385,Bldg-273182,Dallas,8250 Parkwood Hill Blvd,Fort Worth,TX,76137,11685,Not on Zayo Network
Site-019789,Acct-003385,Bldg-273189,Dallas,9345 General Worth Dr,Keller,TX,76244,6897.11,Not on Zayo Network
Site-019790,Acct-003385,Bldg-273183,Dallas,7900 N Riverside Dr,Fort Worth,TX,76137,7429.19,Not on Zayo Network
Site-019791,Acct-003385,Bldg-273184,Dallas,5100 Glen Canyon Rd,Fort Worth,TX,76137,10406.26,Not on Zayo Network
Site-019792,Acct-003385,Bldg-273185,Dallas,4001 Thompson Rd,Keller,TX,76244,11191.71,Not on Zayo Network
Site-019793,Acct-003385,Bldg-273193,Dallas,6900 Bayberry Dr,Fort Worth,TX,76137,1784.47,Not on Zayo Network
Site-019794,Acct-003385,Bldg-273187,Dallas,5400 Shiver Rd,Keller,TX,76244,14236.2,Not on Zayo Network
Site-019795,Acct-003385,Bldg-273188,Dallas,801 Bear Creek Pkwy,Keller,TX,76248,16414.01,Not on Zayo Network
Site-019796,Acct-003385,Bldg-273218,Dallas,3100 Clay Mountain Trl,Fort Worth,TX,76137,3960.36,Not on Zayo Network
Site-019797,Acct-001339,Bldg-273896,Dallas,3191 W Pipeline Rd,Euless,TX,76040,2453.78,Not on Zayo Network
Site-019798,Acct-001339,Bldg-273905,Dallas,900 Bedford Rd,Bedford,TX,76022,9244.08,Not on Zayo Network
Site-019799,Acct-003520,Bldg-271488,Atlanta,206 Highway 101 S,Temple,GA,30179,98265.48,Not on Zayo Network
Site-019800,Acct-002533,Bldg-258235,Denver,13095 Pecos St,Westminster,CO,80030,2892.18,Not on Zayo Network
Site-019801,Acct-001241,Bldg-258280,Denver,1690 N Williams St,Denver,CO,80218,2027,Not on Zayo Network
Site-019802,Acct-001241,Bldg-258284,Denver,200 S University Blvd,Denver,CO,80209,2989.3,Not on Zayo Network
Site-019803,Acct-001241,Bldg-258283,Denver,2844 N Downing St,Denver,CO,80205,1613.81,Not on Zayo Network
Site-019804,Acct-001241,Bldg-257136,Denver,4665 N Raleigh St,Denver,CO,80212,914.19,Not on Zayo Network
Site-019805,Acct-003515,Bldg-271148,Atlanta,1965 Hickory Rd,Canton,GA,30115,51076.93,Not on Zayo Network
Site-019806,Acct-001283,Bldg-271549,Atlanta,210 Lester Rd,Fayetteville,GA,30215,57583.95,Not on Zayo Network
Site-019807,Acct-003528,Bldg-271549,Atlanta,210 Lester Rd,Fayetteville,GA,30215,57583.95,Not on Zayo Network
Site-019808,Acct-001241,Bldg-257099,Denver,2727 N Columbine St,Denver,CO,80205,1106.06,Not on Zayo Network
Site-019809,Acct-001241,Bldg-257137,Denver,3955 N Steele St,Denver,CO,80205,2110.93,Not on Zayo Network
Site-019810,Acct-001241,Bldg-257140,Denver,835 E 18th Ave,Denver,CO,80218,637.11,Not on Zayo Network
Site-019811,Acct-001241,Bldg-257147,Denver,3240 N Humboldt St,Denver,CO,80205,803.8,Not on Zayo Network
Site-019812,Acct-001241,Bldg-257148,Denver,846 N Corona St,Denver,CO,80218,853.33,Not on Zayo Network
Site-019813,Acct-003515,Bldg-271214,Atlanta,20 Ridge Rd,Canton,GA,30114,48441.45,Not on Zayo Network
Site-019814,Acct-001241,Bldg-257154,Denver,4760 Shoshone St,Denver,CO,80211,354.35,Not on Zayo Network
Site-019815,Acct-001241,Bldg-257310,Denver,3620 N Franklin St,Denver,CO,80205,1599.89,Not on Zayo Network
Site-019816,Acct-001283,Bldg-271235,Atlanta,200 Kedron Dr,Peachtree City,GA,30269,63154.28,Not on Zayo Network
Site-019817,Acct-003528,Bldg-271235,Atlanta,200 Kedron Dr,Peachtree City,GA,30269,63154.28,Not on Zayo Network
Site-019818,Acct-001241,Bldg-257372,Denver,2480 N Downing St,Denver,CO,80205,900.47,Not on Zayo Network
Site-019819,Acct-003519,Bldg-271252,Atlanta,200 Pete Rd,Sharpsburg,GA,30277,60295.45,Not on Zayo Network
Site-019820,Acct-001283,Bldg-271245,Atlanta,200 McIntosh Trl,Peachtree City,GA,30269,76057.46,Not on Zayo Network
Site-019821,Acct-003528,Bldg-271245,Atlanta,200 McIntosh Trl,Peachtree City,GA,30269,76057.46,Not on Zayo Network
Site-019822,Acct-001273,Bldg-258712,Dallas,1101 S Fielder Rd,Arlington,TX,76013,4044.66,Not on Zayo Network
Site-019823,Acct-001241,Bldg-257370,Denver,3242 E Exposition Ave,Denver,CO,80209,2021.22,Not on Zayo Network
Site-019824,Acct-001273,Bldg-258718,Dallas,1850 White Settlement Rd,Fort Worth,TX,76107,2906,Not on Zayo Network
Site-019825,Acct-001283,Bldg-271369,Atlanta,201 Wisdom Rd,Peachtree City,GA,30269,69777.83,Not on Zayo Network
Site-019826,Acct-003528,Bldg-271369,Atlanta,201 Wisdom Rd,Peachtree City,GA,30269,69777.83,Not on Zayo Network
Site-019827,Acct-001273,Bldg-258720,Dallas,5618 W Arkansas Ln,Arlington,TX,76016,7931.32,Not on Zayo Network
Site-019828,Acct-001241,Bldg-257371,Denver,4801 Telluride St,Denver,CO,80249,7161.2,Not on Zayo Network
Site-019829,Acct-001273,Bldg-258710,Dallas,3410 Paladium Dr,Grand Prairie,TX,75052,6265.91,Not on Zayo Network
Site-019830,Acct-001273,Bldg-258711,Dallas,811 Fuller St,Arlington,TX,76012,722.62,Not on Zayo Network
Site-019831,Acct-001273,Bldg-258713,Dallas,2301 E Park Row Dr,Arlington,TX,76010,7604.33,Not on Zayo Network
Site-019832,Acct-001273,Bldg-258714,Dallas,4915 Red Birch Dr,Arlington,TX,76018,9035.78,Not on Zayo Network
Site-019833,Acct-001273,Bldg-258715,Dallas,4215 Little Rd,Arlington,TX,76016,9778.22,Not on Zayo Network
Site-019834,Acct-001241,Bldg-257395,Denver,900 N Grant St,Denver,CO,80203,516.96,Not on Zayo Network
Site-019835,Acct-003520,Bldg-271266,Atlanta,200 Seaboard Ave,Hiram,GA,30141,34253.38,Not on Zayo Network
Site-019836,Acct-001273,Bldg-258734,Dallas,3200 Woodside Dr,Arlington,TX,76016,8319.54,Not on Zayo Network
Site-019837,Acct-001273,Bldg-258735,Dallas,2810 Prairie Hill Dr,Grand Prairie,TX,75051,3270.9,Not on Zayo Network
Site-019838,Acct-001273,Bldg-258736,Dallas,2620 E Avenue K,Grand Prairie,TX,75050,1851.5,Not on Zayo Network
Site-019839,Acct-001273,Bldg-258730,Dallas,4900 W Arkansas Ln,Arlington,TX,76016,8401.17,Not on Zayo Network
Site-019840,Acct-001273,Bldg-259375,Dallas,2000 Sam Houston Dr,Arlington,TX,76014,2074.54,Not on Zayo Network
Site-019841,Acct-002569,Bldg-259359,Dallas,4200 Big Fork Trl,McKinney,TX,75070,16710.05,Not on Zayo Network
Site-019842,Acct-001273,Bldg-259361,Dallas,2020 W Tucker Blvd,Arlington,TX,76013,1299.76,Not on Zayo Network
Site-019843,Acct-001273,Bldg-259382,Dallas,3100 Daniel Dr,Arlington,TX,76014,3692.07,Not on Zayo Network
Site-019844,Acct-002569,Bldg-259362,Dallas,10300 Huntington Rd,Frisco,TX,75035,17939.24,Not on Zayo Network
Site-019845,Acct-001273,Bldg-259383,Dallas,1101 Timberlake Dr,Arlington,TX,76010,4122.81,Not on Zayo Network
Site-019846,Acct-002569,Bldg-259358,Dallas,15250 Rolater Rd,Frisco,TX,75035,14993.6,Not on Zayo Network
Site-019847,Acct-000700,Bldg-259358,Dallas,15250 Rolater Rd,Frisco,TX,75035,14993.6,Not on Zayo Network
Site-019848,Acct-001273,Bldg-259384,Dallas,818 W Park Row Dr,Arlington,TX,76013,5411.2,Not on Zayo Network
Site-019849,Acct-002569,Bldg-259367,Dallas,6401 Parkwood Blvd,Frisco,TX,75034,15913.79,Not on Zayo Network
Site-019850,Acct-000700,Bldg-259367,Dallas,6401 Parkwood Blvd,Frisco,TX,75034,15913.79,Not on Zayo Network
Site-019851,Acct-001273,Bldg-259385,Dallas,7001 Silo Rd,Arlington,TX,76002,17902.63,Not on Zayo Network
Site-019852,Acct-002569,Bldg-259412,Dallas,5800 Legacy Dr,Frisco,TX,75034,15376.13,Not on Zayo Network
Site-019853,Acct-002569,Bldg-259376,Dallas,4900 Legendary Dr,Frisco,TX,75034,9795.81,Not on Zayo Network
Site-019854,Acct-001273,Bldg-259381,Dallas,2000 California Ln,Arlington,TX,76015,3772.42,Not on Zayo Network
Site-019855,Acct-002569,Bldg-259363,Dallas,4600 Colby Dr,Frisco,TX,75035,7484.01,Not on Zayo Network
Site-019856,Acct-002569,Bldg-259364,Dallas,6942 Maple St,Frisco,TX,75033,10128.72,Not on Zayo Network
Site-019857,Acct-002569,Bldg-259365,Dallas,12450 Jereme Trl,Frisco,TX,75035,8356.33,Not on Zayo Network
Site-019858,Acct-002569,Bldg-259366,Dallas,10330 Red Cedar Dr,Frisco,TX,75035,18426.67,Not on Zayo Network
Site-019859,Acct-001273,Bldg-259386,Dallas,3721 Little Rd,Arlington,TX,76016,11094.69,Not on Zayo Network
Site-019860,Acct-001273,Bldg-259370,Dallas,601 E Harris Rd,Arlington,TX,76002,19601.52,Not on Zayo Network
Site-019861,Acct-001273,Bldg-259388,Dallas,2101 Browning Dr,Arlington,TX,76010,5714.34,Build in Progress
Site-019862,Acct-002569,Bldg-259368,Dallas,15601 Christopher Ln,Frisco,TX,75035,16454.95,Not on Zayo Network
Site-019863,Acct-001273,Bldg-259389,Dallas,2601 Shadow Ridge Dr,Arlington,TX,76006,2022.38,Not on Zayo Network
Site-019864,Acct-001273,Bldg-259390,Dallas,1900 Sherry St,Arlington,TX,76010,6213.68,Not on Zayo Network
Site-019865,Acct-001273,Bldg-259400,Dallas,2900 Barrington Pl,Arlington,TX,76014,7549.76,Not on Zayo Network
Site-019866,Acct-001273,Bldg-259401,Dallas,1025 High Point Rd,Arlington,TX,76015,8625.34,Not on Zayo Network
Site-019867,Acct-001273,Bldg-259402,Dallas,701 E Arbrook Blvd,Arlington,TX,76014,5766.07,Not on Zayo Network
Site-019868,Acct-001273,Bldg-259403,Dallas,423 N Center St,Arlington,TX,76011,1792.12,Not on Zayo Network
Site-019869,Acct-001273,Bldg-259409,Dallas,2626 Lincoln Dr,Arlington,TX,76006,4116.56,Not on Zayo Network
Site-019870,Acct-002569,Bldg-259423,Dallas,8200 Otis Dr,Frisco,TX,75034,27289.61,Not on Zayo Network
Site-019871,Acct-001273,Bldg-259425,Dallas,2411 Winewood Ln,Arlington,TX,76013,3326.36,Not on Zayo Network
Site-019872,Acct-002569,Bldg-259426,Dallas,2500 Old Orchard Rd,Frisco,TX,75033,28977.34,Not on Zayo Network
Site-019873,Acct-002569,Bldg-259418,Dallas,3721 Hudson Xing,McKinney,TX,75070,10288.2,Not on Zayo Network
Site-019874,Acct-002569,Bldg-259419,Dallas,3801 McDermott Rd,Plano,TX,75025,446.6,Not on Zayo Network
Site-019875,Acct-002569,Bldg-259411,Dallas,2606 Panther Creek Pkwy,Frisco,TX,75033,39840.98,Not on Zayo Network
Site-019876,Acct-002569,Bldg-259435,Dallas,8201 Robinson Rd,Plano,TX,75024,2225.51,Not on Zayo Network
Site-019877,Acct-002569,Bldg-259413,Dallas,1900 Timber Ridge Dr,Frisco,TX,75034,20485.75,Not on Zayo Network
Site-019878,Acct-002569,Bldg-259414,Dallas,2035 Jaguar Dr,Frisco,TX,75033,39077.86,Not on Zayo Network
Site-019879,Acct-002569,Bldg-259415,Dallas,4380 Throne Hall Dr,Frisco,TX,75033,27111.06,Not on Zayo Network
Site-019880,Acct-002569,Bldg-259416,Dallas,9400 Teel Pkwy,Frisco,TX,75033,27338.66,Not on Zayo Network
Site-019881,Acct-002569,Bldg-259437,Dallas,7070 Stacy Rd,McKinney,TX,75070,16658.72,Not on Zayo Network
Site-019882,Acct-001273,Bldg-259417,Dallas,2001 S Davis Dr,Arlington,TX,76013,3229.64,Not on Zayo Network
Site-019883,Acct-002569,Bldg-259438,Dallas,2001 Reagan Dr,McKinney,TX,75070,15707.81,Not on Zayo Network
Site-019884,Acct-002569,Bldg-259422,Dallas,11880 Teel Pkwy,Frisco,TX,75033,34830.76,Not on Zayo Network
Site-019885,Acct-002569,Bldg-259439,Dallas,2800 Oakland Hills Dr,Plano,TX,75025,5753.77,Not on Zayo Network
Site-019886,Acct-002569,Bldg-259440,Dallas,4300 Waskom Dr,Plano,TX,75024,779.3,Not on Zayo Network
Site-019887,Acct-002569,Bldg-259441,Dallas,2501 Woodlake Pkwy,Little Elm,TX,75068,43231,Not on Zayo Network
Site-019888,Acct-002569,Bldg-259420,Dallas,3650 Overhill Dr,Frisco,TX,75033,32959.69,Not on Zayo Network
Site-019889,Acct-002569,Bldg-259421,Dallas,1649 High Shoals Dr,Frisco,TX,75034,24966.43,Not on Zayo Network
Site-019890,Acct-001273,Bldg-259461,Dallas,6700 Silo Rd,Arlington,TX,76002,16561.17,Not on Zayo Network
Site-019891,Acct-003520,Bldg-271876,Atlanta,2223 Cartersville Hwy,Dallas,GA,30132,73883.68,Not on Zayo Network
Site-019892,Acct-001273,Bldg-259531,Dallas,5900 Inks Lake Dr,Arlington,TX,76018,13139.83,Not on Zayo Network
Site-019893,Acct-001273,Bldg-259514,Dallas,5201 Creek Valley Dr,Arlington,TX,76018,6686.16,Not on Zayo Network
Site-019894,Acct-001273,Bldg-259532,Dallas,1700 Southeast Pkwy,Arlington,TX,76018,14053.81,Not on Zayo Network
Site-019895,Acct-001273,Bldg-259533,Dallas,1800 Joyce St,Arlington,TX,76010,2973.43,Not on Zayo Network
Site-019896,Acct-001273,Bldg-259521,Dallas,3001 Quail Ln,Arlington,TX,76016,11645.11,Not on Zayo Network
Site-019897,Acct-001273,Bldg-259536,Dallas,3100 Lynnwood Dr,Arlington,TX,76013,3458.56,Not on Zayo Network
Site-019898,Acct-001273,Bldg-259513,Dallas,600 SE Green Oaks Blvd,Arlington,TX,76018,10743.94,Not on Zayo Network
Site-019899,Acct-001273,Bldg-259537,Dallas,401 E Mayfield Rd,Arlington,TX,76014,7568.17,Not on Zayo Network
Site-019900,Acct-001273,Bldg-259516,Dallas,3900 SW Green Oaks Blvd,Arlington,TX,76017,19977.07,Not on Zayo Network
Site-019901,Acct-001273,Bldg-259539,Dallas,701 Tharp St,Arlington,TX,76010,4517.92,Not on Zayo Network
Site-019902,Acct-001273,Bldg-259540,Dallas,4800 W Arkansas Ln,Arlington,TX,76016,8204.04,Not on Zayo Network
Site-019903,Acct-001273,Bldg-259530,Dallas,2101 E Sublett Rd,Arlington,TX,76018,10954.92,Not on Zayo Network
Site-019904,Acct-003517,Bldg-271882,Atlanta,223 Kent Ave,Bowdon,GA,30108,199946.42,Not on Zayo Network
Site-019905,Acct-001273,Bldg-259534,Dallas,1900 S Collins St,Arlington,TX,76010,7848.57,Not on Zayo Network
Site-019906,Acct-001273,Bldg-259535,Dallas,2201 Woodside Dr,Arlington,TX,76013,5809.16,Not on Zayo Network
Site-019907,Acct-001273,Bldg-259528,Dallas,1400 Rebecca Ln,Arlington,TX,76014,4531.48,Not on Zayo Network
Site-019908,Acct-001273,Bldg-259538,Dallas,2121 Margaret Dr,Arlington,TX,76012,6226.82,Not on Zayo Network
Site-019909,Acct-001273,Bldg-259541,Dallas,5200 Kelly Elliott Rd,Arlington,TX,76017,18016.39,Not on Zayo Network
Site-019910,Acct-001273,Bldg-259542,Dallas,1201 Coke Dr,Arlington,TX,76010,3250.69,Not on Zayo Network
Site-019911,Acct-001273,Bldg-259544,Dallas,3000 S Fielder Rd,Arlington,TX,76015,4461.64,Not on Zayo Network
Site-019912,Acct-001282,Bldg-271898,Atlanta,2242 Old Lower River Rd,Douglasville,GA,30135,9757.58,Not on Zayo Network
Site-019913,Acct-003529,Bldg-271898,Atlanta,2242 Old Lower River Rd,Douglasville,GA,30135,9757.58,Not on Zayo Network
Site-019914,Acct-001273,Bldg-259578,Dallas,2101 Overbrook Dr,Arlington,TX,76014,849.7,Not on Zayo Network
Site-019915,Acct-003527,Bldg-259595,Atlanta,2535 Mount Zion Pkwy,Jonesboro,GA,30236,31854.9,Not on Zayo Network
Site-019916,Acct-003527,Bldg-259713,Atlanta,9652 Fayetteville Rd,Jonesboro,GA,30238,41500.35,Not on Zayo Network
Site-019917,Acct-003236,Bldg-259773,Denver,12130 Canterberry Pkwy,Parker,CO,80138,15156.54,Not on Zayo Network
Site-019918,Acct-003236,Bldg-259777,Denver,Tbd,Littleton,CO,80000,1562.54,Not on Zayo Network
Site-019919,Acct-000004,Bldg-271943,Atlanta,2522 McAfee Rd,Decatur,GA,30032,17781.27,Not on Zayo Network
Site-019920,Acct-003527,Bldg-259852,Atlanta,8495 Thomas Rd,Jonesboro,GA,30238,29959.31,Not on Zayo Network
Site-019921,Acct-003527,Bldg-259847,Atlanta,6115 Reynolds Rd,Morrow,GA,30260,685.62,Not on Zayo Network
Site-019922,Acct-003527,Bldg-259843,Atlanta,2201 Lake Harbin Rd,Morrow,GA,30260,698,Not on Zayo Network
Site-019923,Acct-003527,Bldg-259867,Atlanta,500 Highway 138 W,Jonesboro,GA,30238,26497.15,Not on Zayo Network
Site-019924,Acct-003527,Bldg-259854,Atlanta,6380 Evans Dr,Rex,GA,30273,1777.01,Not on Zayo Network
Site-019925,Acct-003527,Bldg-259855,Atlanta,6340 Highway 42,Rex,GA,30273,1003.79,Not on Zayo Network
Site-019926,Acct-003527,Bldg-259856,Atlanta,6237 Garden Walk Blvd,Riverdale,GA,30274,9000.88,Not on Zayo Network
Site-019927,Acct-003527,Bldg-259857,Atlanta,7013 Church St,Riverdale,GA,30274,1656.88,Not on Zayo Network
Site-019928,Acct-003527,Bldg-259844,Atlanta,221 Stockbridge Rd,Jonesboro,GA,30236,184.29,Not on Zayo Network
Site-019929,Acct-003527,Bldg-259845,Atlanta,5354 Phillips Dr,Morrow,GA,30260,1636.84,Not on Zayo Network
Site-019930,Acct-003527,Bldg-259846,Atlanta,1169 Morrow Rd,Morrow,GA,30260,577.39,Not on Zayo Network
Site-019931,Acct-003527,Bldg-259848,Atlanta,2299 Old Rex Morrow Rd,Morrow,GA,30260,21522.53,Not on Zayo Network
Site-019932,Acct-003527,Bldg-259849,Atlanta,5934 Trammell Rd,Morrow,GA,30260,19681.75,Not on Zayo Network
Site-019933,Acct-003527,Bldg-259850,Atlanta,95 Valley Hill Rd SW,Riverdale,GA,30274,14711.65,Not on Zayo Network
Site-019934,Acct-003527,Bldg-259858,Atlanta,93 Valley Hill Rd SW,Riverdale,GA,30274,14789.87,Not on Zayo Network
Site-019935,Acct-003527,Bldg-259883,Atlanta,2920 Mount Zion Rd,Jonesboro,GA,30236,34095.93,Not on Zayo Network
Site-019936,Acct-003527,Bldg-259859,Atlanta,937 Mount Zion Rd,Morrow,GA,30260,628.05,Not on Zayo Network
Site-019937,Acct-003527,Bldg-259869,Atlanta,1400 Lake Jodeco Rd,Jonesboro,GA,30236,36825,Not on Zayo Network
Site-019938,Acct-003527,Bldg-259873,Atlanta,3187 Rex Rd,Rex,GA,30273,30171.95,Not on Zayo Network
Site-019939,Acct-003527,Bldg-259874,Atlanta,1251 Mundys Mill Rd,Jonesboro,GA,30238,456.95,Not on Zayo Network
