Account ID,Industry,Vertical, Total BRR , AnnualRevenue ,NumberOfEmployees, DandB Revenue ,DandB Total Employees
Acct-003240,Energy & Manufacturing,Oil & Gas, $-   , $-   ,0, $-   ,0
Acct-000877,Energy & Manufacturing,Oil & Gas, $-   , $-   ,0, $-   ,0
Acct-003457,Media & Content,Internet Content & Software, $-   , $-   ,0, $-   ,0
Acct-000880,Healthcare,Hospital/Clinic, $-   , $-   ,0, $-   ,0
Acct-001911,Media & Content,Cable & Satellite, $-   , $-   ,0, $-   ,0
Acct-000242,,, $-   , $-   ,0, $-   ,0
Acct-001241,Research & Education,K-12 Education, $-   , $-   ,0, $-   ,0
Acct-000959,Telecommunications,Regional Carrier/ISP, $-   , $-   ,0, $-   ,0
Acct-003347,Energy & Manufacturing,Manufacturing - Other, $-   , $-   ,0, $-   ,0
Acct-001176,Professional Services,Consulting / Other Professional Services, $-   , $-   ,0, $-   ,0
Acct-002893,Media & Content,Internet Content & Software, $-   , $-   ,0, $-   ,0
Acct-001559,Other Industry,Transportation, $-   , $-   ,0, $-   ,0
Acct-001562,Professional Services,Commercial Systems Integrator, $-   , $-   ,0, $-   ,0
Acct-002885,Professional Services,Commercial Systems Integrator, $-   , $-   ,0, $-   ,0
Acct-002892,Healthcare,Healthcare - Other, $-   , $-   ,0, $-   ,0
Acct-002894,Professional Services,Consulting / Other Professional Services, $-   , $-   ,0, $-   ,0
Acct-002896,Media & Content,Internet Content & Software, $-   , $-   ,0, $-   ,0
Acct-002903,Government,Systems Integrators - Government, $-   , $-   ,0, $-   ,0
Acct-002917,Professional Services,Consulting / Other Professional Services, $-   , $-   ,0, $-   ,0
Acct-001592,IT Infrastructure,Cloud Service Provider, $-   , $-   ,0, $-   ,0
Acct-002886,Professional Services,Consulting / Other Professional Services, $-   , $-   ,0, $-   ,0
Acct-002889,Professional Services,Consulting / Other Professional Services, $-   , $-   ,0, $-   ,0
Acct-002913,Other Industry,Non-Healthcare Insurance, $-   , $-   ,0, $-   ,0
Acct-002915,Other Industry,Retail, $-   , $-   ,0, $-   ,0
Acct-002919,Media & Content,Internet Content & Software, $-   , $-   ,0, $-   ,0
Acct-002923,Energy & Manufacturing,Manufacturing - Other, $-   , $-   ,0, $-   ,0
Acct-002916,Professional Services,Consulting / Other Professional Services, $-   , $-   ,0, $-   ,0
Acct-002925,Media & Content,Internet Content & Software, $-   , $-   ,0, $-   ,0
Acct-001563,Professional Services,Consulting / Other Professional Services, $-   , $-   ,0, $-   ,0
Acct-002928,Media & Content,Internet Content & Software, $-   , $-   ,0, $-   ,0
Acct-002920,Finance,Finance - Other, $-   , $-   ,0, $-   ,0
Acct-001568,Other Industry,Retail, $-   , $-   ,0, $-   ,0
Acct-002926,Professional Services,Consulting / Other Professional Services, $-   , $-   ,0, $-   ,0
Acct-002899,Finance,Finance - Other, $-   , $-   ,0, $-   ,0
Acct-002902,Media & Content,Internet Content & Software, $-   , $-   ,0, $-   ,0
Acct-002910,Other Industry,Hospitality, $-   , $-   ,0, $-   ,0
Acct-002895,Other Industry,Telecommunications Equipment Provider, $-   , $-   ,0, $-   ,0
Acct-002901,Professional Services,Consulting / Other Professional Services, $-   , $-   ,0, $-   ,0
Acct-002904,Professional Services,Consulting / Other Professional Services, $-   , $-   ,0, $-   ,0
Acct-001561,IT Infrastructure,Colo/Hosting, $-   , $-   ,0, $-   ,0
Acct-002912,Professional Services,Consulting / Other Professional Services, $-   , $-   ,0, $-   ,0
Acct-002980,Other Industry,Retail, $-   , $-   ,0, $-   ,0
Acct-001567,Research & Education,K-12 Education, $-   , $-   ,0, $-   ,0
Acct-002932,Professional Services,Legal, $-   , $-   ,0, $-   ,0
Acct-002948,Professional Services,Consulting / Other Professional Services, $-   , $-   ,0, $-   ,0
Acct-001575,Research & Education,K-12 Education, $-   , $-   ,0, $-   ,0
Acct-002957,Energy & Manufacturing,Manufacturing - Other, $-   , $-   ,0, $-   ,0
Acct-002958,Media & Content,Internet Content & Software, $-   , $-   ,0, $-   ,0
Acct-001579,Healthcare,Healthcare, $-   , $-   ,0, $-   ,0
Acct-002934,Media & Content,Internet Content & Software, $-   , $-   ,0, $-   ,0
Acct-001580,Healthcare,Healthcare, $-   , $-   ,0, $-   ,0
Acct-001570,Professional Services,Consulting / Other Professional Services, $-   , $-   ,0, $-   ,0
Acct-002924,IT Infrastructure,Colo/Hosting, $-   , $-   ,0, $-   ,0
Acct-001566,Research & Education,Higher Education, $-   , $-   ,0, $-   ,0
Acct-002964,Professional Services,Consulting / Other Professional Services, $-   , $-   ,0, $-   ,0
Acct-001571,Research & Education,K-12 Education, $-   , $-   ,0, $-   ,0
Acct-002951,Professional Services,Consulting / Other Professional Services, $-   , $-   ,0, $-   ,0
Acct-002938,Professional Services,Consulting / Other Professional Services, $-   , $-   ,0, $-   ,0
Acct-002888,Media & Content,Internet Content & Software, $-   , $-   ,0, $-   ,0
Acct-001583,Media & Content,Internet Content & Software, $-   , $-   ,0, $-   ,0
Acct-001585,Professional Services,Consulting / Other Professional Services, $-   , $-   ,0, $-   ,0
Acct-002966,Professional Services,Consulting / Other Professional Services, $-   , $-   ,0, $-   ,0
Acct-001587,IT Infrastructure,Colo/Hosting, $-   , $-   ,0, $-   ,0
Acct-000663,IT Infrastructure,Colo/Hosting, $-   , $-   ,0, $-   ,0
Acct-002968,Professional Services,Consulting / Other Professional Services, $-   , $-   ,0, $-   ,0
Acct-003064,Professional Services,Consulting / Other Professional Services, $-   , $-   ,0, $-   ,0
Acct-003037,Energy & Manufacturing,Oil & Gas, $-   , $-   ,0, $-   ,0
Acct-003558,Telecommunications,Wireless, $-   ," $15,192,888.41 ",84," $18,383,395.65 ",91
Acct-000981,IT Infrastructure,Cloud Service Provider, $-   , $-   ,0, $-   ,0
Acct-002983,Media & Content,Media, $-   , $-   ,0, $-   ,0
Acct-002971,Professional Services,Consulting / Other Professional Services, $-   , $-   ,0, $-   ,0
Acct-002985,Other Industry,Retail, $-   , $-   ,0," $898,489.92 ",8
Acct-002979,IT Infrastructure,Colo/Hosting, $-   , $-   ,0, $-   ,0
Acct-002973,Professional Services,Consulting / Other Professional Services, $-   , $-   ,0, $-   ,0
Acct-002975,Telecommunications,VOIP/VSP, $-   , $-   ,0, $-   ,0
Acct-000709,Media & Content,Media, $-   , $-   ,0, $-   ,0
Acct-003112,,, $-   , $-   ,0, $-   ,0
Acct-001596,IT Infrastructure,Colo/Hosting, $-   ," $2,421,377.61 ",12," $2,179,240.12 ",12
Acct-001593,IT Infrastructure,Colo/Hosting, $-   , $-   ,0, $-   ,0
Acct-000628,IT Infrastructure,Colo/Hosting, $-   , $-   ,0, $-   ,0
Acct-000092,IT Infrastructure,Cloud Service Provider, $-   , $-   ,0, $-   ,0
Acct-002990,IT Infrastructure,Colo/Hosting, $-   , $-   ,0, $-   ,0
Acct-002991,IT Infrastructure,Colo/Hosting, $-   , $-   ,0, $-   ,0
Acct-002995,Professional Services,Consulting / Other Professional Services, $-   , $-   ,0, $-   ,0
Acct-002578,Media & Content,Media, $-   , $-   ,0, $-   ,0
Acct-003650,Healthcare,Healthcare - Other, $-   , $-   ,0, $-   ,0
Acct-000375,Telecommunications,Regional Carrier/ISP, $-   , $-   ,0, $-   ,0
Acct-002439,Professional Services,Consulting / Other Professional Services, $-   , $-   ,0, $-   ,0
Acct-001600,Professional Services,Commercial Systems Integrator, $-   , $-   ,0, $-   ,0
Acct-001601,Professional Services,Engineering, $-   , $-   ,0, $-   ,0
Acct-003006,Other Industry,Retail, $-   , $-   ,0, $-   ,0
Acct-003000,Media & Content,Internet Content & Software, $-   , $-   ,0, $-   ,0
Acct-001158,Media & Content,AdTech, $-   , $-   ,0, $-   ,0
Acct-003008,IT Infrastructure,Colo/Hosting, $-   , $-   ,0, $-   ,0
Acct-000212,Professional Services,Consulting / Other Professional Services, $-   , $-   ,0, $-   ,0
Acct-003014,Professional Services,Consulting / Other Professional Services, $-   , $-   ,0, $-   ,0
Acct-003015,Telecommunications,VOIP/VSP, $-   , $-   ,0, $-   ,0
Acct-003028,Media & Content,Media, $-   , $-   ,0, $-   ,0
Acct-003022,IT Infrastructure,Colo/Hosting, $-   , $-   ,0, $-   ,0
Acct-001912,Telecommunications,Regional Carrier/ISP, $-   , $-   ,0, $-   ,0
Acct-000406,Healthcare,Healthcare - Other, $-   , $-   ,0, $-   ,0
Acct-003273,Finance,Asset Management / Hedge Fund, $-   , $-   ,0, $-   ,0
Acct-000496,Professional Services,Consulting / Other Professional Services, $-   , $-   ,0, $-   ,0
Acct-003025,Other Industry,Telecommunications Equipment Provider, $-   , $-   ,0, $-   ,0
Acct-003016,Professional Services,Consulting / Other Professional Services, $-   , $-   ,0, $-   ,0
Acct-001520,Telecommunications,Regional Carrier/ISP, $-   , $-   ,0, $-   ,0
Acct-002302,Media & Content,Internet Content & Software, $-   , $-   ,0, $-   ,0
Acct-002304,Professional Services,Consulting / Other Professional Services, $-   , $-   ,0, $-   ,0
Acct-002308,IT Infrastructure,Cloud Service Provider, $-   , $-   ,0, $-   ,0
Acct-002310,Professional Services,Consulting / Other Professional Services, $-   , $-   ,0, $-   ,0
Acct-002325,IT Infrastructure,Colo/Hosting, $-   , $-   ,0, $-   ,0
Acct-002327,Media & Content,Internet Content & Software, $-   , $-   ,0, $-   ,0
Acct-002203,Professional Services,Consulting / Other Professional Services, $-   , $-   ,0, $-   ,0
Acct-002285,Healthcare,Healthcare, $-   , $-   ,0, $-   ,0
Acct-002286,Media & Content,Internet Content & Software, $-   , $-   ,0, $-   ,0
Acct-002292,Professional Services,Consulting / Other Professional Services, $-   , $-   ,0, $-   ,0
Acct-002205,IT Infrastructure,Colo/Hosting, $-   , $-   ,0, $-   ,0
Acct-002209,IT Infrastructure,Colo/Hosting, $-   , $-   ,0, $-   ,0
Acct-002213,Media & Content,Media, $-   , $-   ,0, $-   ,0
Acct-002307,,, $-   , $-   ,0, $-   ,0
Acct-002221,Media & Content,Internet Content & Software, $-   , $-   ,0, $-   ,0
Acct-002290,Professional Services,Consulting / Other Professional Services, $-   , $-   ,0, $-   ,0
Acct-002297,IT Infrastructure,Colo/Hosting, $-   , $-   ,0, $-   ,0
Acct-002314,Telecommunications,VOIP/VSP, $-   , $-   ,0, $-   ,0
Acct-002318,Professional Services,Consulting / Other Professional Services, $-   , $-   ,0, $-   ,0
Acct-002321,IT Infrastructure,Colo/Hosting, $-   , $-   ,0, $-   ,0
Acct-002323,Media & Content,Internet Content & Software, $-   , $-   ,0, $-   ,0
Acct-002319,Other Industry,Transportation, $-   , $-   ,0, $-   ,0
Acct-002298,Other Industry,Non-Healthcare Insurance, $-   , $-   ,0, $-   ,0
Acct-002206,Professional Services,Consulting / Other Professional Services, $-   , $-   ,0, $-   ,0
Acct-002326,Professional Services,Consulting / Other Professional Services, $-   , $-   ,0, $-   ,0
Acct-002212,Media & Content,Internet Content & Software, $-   , $-   ,0, $-   ,0
Acct-002215,IT Infrastructure,Colo/Hosting, $-   , $-   ,0, $-   ,0
Acct-002223,Other Industry,Retail, $-   , $-   ,0, $-   ,0
Acct-002226,Professional Services,Engineering, $-   , $-   ,0, $-   ,0
Acct-002230,Other Industry,Real Estate / Construction, $-   , $-   ,0, $-   ,0
Acct-002233,Other Industry,Retail, $-   , $-   ,0, $-   ,0
Acct-002236,Telecommunications,Regional Carrier/ISP, $-   , $-   ,0, $-   ,0
Acct-002240,Energy & Manufacturing,Manufacturing - Other, $-   , $-   ,0, $-   ,0
Acct-002242,Other Industry,Telecommunications Equipment Provider, $-   , $-   ,0, $-   ,0
Acct-002244,Healthcare,Healthcare - Other, $-   , $-   ,0, $-   ,0
Acct-001486,Media & Content,Internet Content & Software, $-   , $-   ,0, $-   ,0
Acct-002214,Media & Content,Internet Content & Software, $-   , $-   ,0, $-   ,0
Acct-002218,IT Infrastructure,Cloud Service Provider, $-   , $-   ,0, $-   ,0
Acct-002220,Professional Services,Consulting / Other Professional Services, $-   , $-   ,0, $-   ,0
Acct-002222,Media/Content,Internet Content & Software, $-   , $-   ,0, $-   ,0
Acct-002224,Finance,Asset Management / Hedge Fund, $-   , $-   ,0, $-   ,0
Acct-003023,Professional Services,Consulting / Other Professional Services, $-   , $-   ,0, $-   ,0
Acct-003170,Media & Content,Internet Content & Software, $-   , $-   ,0, $-   ,0
Acct-003018,IT Infrastructure,Cloud Service Provider, $-   , $-   ,0, $-   ,0
Acct-003017,Media & Content,Media, $-   , $-   ,0, $-   ,0
Acct-001475,Professional Services,Consulting / Other Professional Services, $-   , $-   ,12," $6,556,107.81 ",12
Acct-002432,IT Infrastructure,Cloud Service Provider, $-   , $-   ,0, $-   ,0
Acct-000862,Media & Content,Internet Content & Software, $-   , $-   ,0, $-   ,0
Acct-002360,IT Infrastructure,Colo/Hosting, $-   , $-   ,0, $-   ,0
Acct-002188,Media & Content,Internet Content & Software, $-   , $-   ,0, $-   ,0
Acct-002344,Professional Services,Consulting / Other Professional Services, $-   , $-   ,0, $-   ,0
Acct-002346,Research & Education,Higher Education, $-   , $-   ,0, $-   ,0
Acct-002348,Professional Services,Consulting / Other Professional Services, $-   , $-   ,0, $-   ,0
Acct-002350,Media & Content,Media, $-   , $-   ,0, $-   ,0
Acct-002352,Professional Services,Consulting / Other Professional Services, $-   , $-   ,0, $-   ,0
Acct-002353,Professional Services,Consulting / Other Professional Services, $-   , $-   ,0, $-   ,0
Acct-002361,Professional Services,Consulting / Other Professional Services, $-   , $-   ,0, $-   ,0
Acct-002362,Professional Services,Consulting / Other Professional Services, $-   , $-   ,0, $-   ,0
Acct-002363,Professional Services,Consulting / Other Professional Services, $-   , $-   ,0, $-   ,0
Acct-002354,Healthcare,Healthcare, $-   , $-   ,0, $-   ,0
Acct-002355,Professional Services,Consulting / Other Professional Services, $-   , $-   ,0, $-   ,0
Acct-002357,IT Infrastructure,Colo/Hosting, $-   , $-   ,0, $-   ,0
Acct-002358,Professional Services,Legal, $-   , $-   ,0, $-   ,0
Acct-002340,Media & Content,Internet Content & Software, $-   , $-   ,0, $-   ,0
Acct-002341,Professional Services,Consulting / Other Professional Services, $-   , $-   ,0, $-   ,0
Acct-002342,Professional Services,Consulting / Other Professional Services, $-   , $-   ,0, $-   ,0
Acct-002345,Other Industry,Retail, $-   , $-   ,0, $-   ,0
Acct-002347,Other Industry,Retail, $-   , $-   ,0, $-   ,0
Acct-002349,Professional Services,Consulting / Other Professional Services, $-   , $-   ,0, $-   ,0
Acct-002351,Healthcare,Healthcare, $-   , $-   ,0, $-   ,0
Acct-002359,Other Industry,Real Estate / Construction, $-   , $-   ,0, $-   ,0
Acct-002364,Media & Content,Internet Content & Software, $-   , $-   ,0, $-   ,0
Acct-003269,Media & Content,Media, $-   , $-   ,0, $-   ,0
Acct-000491,Professional Services,Commercial Systems Integrator, $-   , $-   ,0, $-   ,0
Acct-003019,Media & Content,Internet Content & Software, $-   , $-   ,0, $-   ,0
Acct-002401,Professional Services,Consulting / Other Professional Services, $-   , $-   ,0, $-   ,0
Acct-003198,Energy & Manufacturing,Oil & Gas, $-   , $-   ,0, $-   ,0
Acct-003021,Professional Services,Consulting / Other Professional Services, $-   , $-   ,0, $-   ,0
Acct-002366,Professional Services,Consulting / Other Professional Services, $-   , $-   ,0, $-   ,0
Acct-002368,IT Infrastructure,Colo/Hosting, $-   , $-   ,0, $-   ,0
Acct-002193,Professional Services,Consulting / Other Professional Services, $-   , $-   ,0, $-   ,0
Acct-002330,Professional Services,Consulting / Other Professional Services, $-   , $-   ,0, $-   ,0
Acct-002332,Media & Content,Internet Content & Software, $-   , $-   ,0, $-   ,0
Acct-002189,Media & Content,Media, $-   , $-   ,0, $-   ,0
Acct-002333,Professional Services,Consulting / Other Professional Services, $-   , $-   ,0, $-   ,0
Acct-002191,Finance,Asset Management / Hedge Fund, $-   , $-   ,0, $-   ,0
Acct-002192,Professional Services,Commercial Systems Integrator, $-   , $-   ,0, $-   ,0
Acct-002194,Media & Content,Internet Content & Software, $-   , $-   ,0, $-   ,0
Acct-002195,Media & Content,Internet Content & Software, $-   , $-   ,0, $-   ,0
Acct-002329,IT Infrastructure,Colo/Hosting, $-   , $-   ,0, $-   ,0
Acct-002334,Professional Services,Consulting / Other Professional Services, $-   , $-   ,0, $-   ,0
Acct-002335,Media & Content,Media, $-   , $-   ,0, $-   ,0
Acct-002331,Professional Services,Consulting / Other Professional Services, $-   , $-   ,0, $-   ,0
Acct-002196,Media & Content,Internet Content & Software, $-   , $-   ,0, $-   ,0
Acct-002369,Professional Services,Hospitality, $-   , $-   ,0, $-   ,0
Acct-001603,Telecommunications,VOIP/VSP, $-   , $-   ,0, $-   ,0
Acct-002677,Energy & Manufacturing,Oil & Gas, $-   , $-   ,0, $-   ,0
Acct-002337,Healthcare,Healthcare, $-   , $-   ,0, $-   ,0
Acct-000466,Telecommunications,PTT, $-   , $-   ,0, $-   ,0
Acct-003556,Government,Federal Government, $-   , $-   ,0, $-   ,0
Acct-003030,Other Industry,Retail, $-   , $-   ,0, $-   ,0
Acct-000199,Media & Content,Internet Content & Software, $-   , $-   ,0, $-   ,0
Acct-001605,Professional Services,Consulting / Other Professional Services, $-   , $-   ,0, $-   ,0
Acct-003283,,, $-   , $-   ,0, $-   ,0
Acct-003428,Professional Services,Consulting / Other Professional Services, $-   , $-   ,0, $-   ,0
Acct-003026,Finance,Finance - Other, $-   , $-   ,0, $-   ,0
Acct-002190,Professional Services,Consulting / Other Professional Services, $-   , $-   ,0, $-   ,0
Acct-002328,Telecommunications,Regional Carrier/ISP, $-   , $-   ,0, $-   ,0
Acct-002336,IT Infrastructure,Colo/Hosting, $-   , $-   ,0, $-   ,0
Acct-002365,IT Infrastructure,Colo/Hosting, $-   , $-   ,0, $-   ,0
Acct-002367,Professional Services,Commercial Systems Integrator, $-   , $-   ,0, $-   ,0
Acct-002384,Media & Content,Internet Content & Software, $-   ," $3,510,584.15 ",35," $6,433,392.38 ",35
Acct-002669,Media & Content,Internet Content & Software, $-   , $-   ,0, $-   ,0
Acct-003027,Healthcare,Healthcare - Other, $-   , $-   ,0, $-   ,0
Acct-003604,Media & Content,Internet Content & Software, $-   , $-   ,0, $-   ,0
Acct-003278,Energy & Manufacturing,Manufacturing - Other, $-   , $-   ,0, $-   ,0
Acct-002370,Professional Services,Consulting / Other Professional Services, $-   , $-   ,0, $-   ,0
Acct-003616,Healthcare,Healthcare - Other, $-   , $-   ,0, $-   ,0
Acct-002665,Professional Services,Consulting / Other Professional Services, $-   , $-   ,0, $-   ,0
Acct-002538,Professional Services,Consulting / Other Professional Services, $-   , $-   ,0, $-   ,0
Acct-003312,Healthcare,Healthcare - Other, $-   , $-   ,0, $-   ,0
Acct-003290,Media & Content,Internet Content & Software, $-   , $-   ,0, $-   ,0
Acct-002673,Professional Services,Consulting / Other Professional Services, $-   , $-   ,0, $-   ,0
Acct-003044,Other Industry,Non-Healthcare Insurance, $-   , $-   ,0, $-   ,0
Acct-003042,Other Industry,Retail, $-   , $-   ,0, $-   ,0
Acct-001085,Government,State/Local Government, $-   , $-   ,0, $-   ,0
Acct-000585,Professional Services,Consulting / Other Professional Services, $-   , $-   ,0, $-   ,0
Acct-002577,Energy & Manufacturing,Oil & Gas, $-   , $-   ,0, $-   ,0
Acct-002421,Finance,Finance - Other, $-   , $-   ,0, $-   ,0
Acct-002576,Finance,Finance - Other, $-   ," $117,428,686.00 ",8," $117,428,686.00 ",8
Acct-001930,Media & Content,Internet Content & Software, $-   , $-   ,0, $-   ,0
Acct-002660,Finance,Finance - Other, $-   , $-   ,0, $-   ,0
Acct-003400,Finance,Finance - Other, $-   ," $88,248.31 ",3," $88,248.31 ",3
Acct-002567,Finance,Finance - Other, $-   ," $5,543,213.36 ",18," $6,048,532.98 ",18
Acct-003289,Finance,Finance - Other, $-   ," $70,072.00 ",2," $70,072.00 ",2
Acct-003440,Finance,Finance - Other, $-   ," $10,229,945.89 ",38," $10,229,945.89 ",38
Acct-003261,Finance,Finance - Other, $-   ," $17,280,798.90 ",30," $12,597,702.74 ",160
Acct-002405,Finance,Finance - Other, $-   , $-   ,1, $-   ,1
Acct-003323,Finance,Finance - Other, $-   ," $20,075,089.55 ",62," $19,618,547.42 ",62
Acct-003239,Finance,Finance - Other, $-   ," $424,120.00 ",4," $424,120.00 ",4
Acct-003441,Finance,Finance - Other, $-   ," $2,193,947,866.00 ",500," $2,193,947,866.00 ",500
Acct-000257,Telecommunications,Regional Carrier/ISP, $-   ," $147,520.00 ",2," $181,456.05 ",2
Acct-003332,Finance,Finance - Other, $-   ," $190,128,566.71 ",257," $190,128,566.71 ",257
Acct-003264,Finance,Finance - Other, $-   , $-   ,0, $-   ,0
Acct-002455,Finance,Finance - Other, $-   ," $196,908.77 ",2," $196,908.77 ",2
Acct-002664,Finance,Finance - Other, $-   ," $2,295,609.43 ",20," $2,295,609.43 ",20
Acct-003266,Finance,Finance - Other, $-   , $-   ,0, $-   ,0
Acct-002509,Finance,Finance - Other, $-   ," $7,729,309,819.14 ",28672," $687,949,796,517.01 ",28865
Acct-002661,Finance,Finance - Other, $-   , $-   ,0, $-   ,0
Acct-001938,Finance,Finance - Other, $-   ," $67,306.00 ",2," $67,306.00 ",2
Acct-002560,Finance,Finance - Other, $-   ," $284,852,889.31 ",900," $385,675,858.35 ",900
Acct-000490,Finance,Finance - Other, $-   ," $831,044,617.02 ",3334," $867,418,605.90 ",3334
Acct-003359,Finance,Finance - Other, $-   ," $19,818,520.92 ",50," $17,244,401.11 ",50
Acct-002668,Finance,Finance - Other, $-   ," $116,102.85 ",2," $116,102.85 ",2
Acct-002454,Finance,Finance - Other, $-   ," $734,231.01 ",3," $807,654.48 ",3
Acct-002582,Finance,Finance - Other, $-   ," $620,430,396.00 ",1192," $620,430,396.00 ",1192
Acct-001382,Finance,Finance - Other, $-   ," $57,164.00 ",1," $57,164.00 ",1
Acct-003438,Finance,Finance - Other, $-   ," $119,860.00 ",2," $119,860.00 ",2
Acct-003443,Finance,Finance - Other, $-   ," $96,953.83 ",1," $94,390.67 ",1
Acct-002414,Finance,Finance - Other, $-   ," $88,512.00 ",2," $88,512.00 ",2
Acct-003387,Finance,Finance - Other, $-   ," $37,180,764.70 ",1827," $37,218,025.48 ",1827
Acct-002415,Finance,Finance - Other, $-   ," $12,900,687.62 ",104," $12,900,687.62 ",104
Acct-002510,Finance,Finance - Other, $-   , $-   ,0, $-   ,0
Acct-003277,Finance,Finance - Other, $-   ," $97,021.14 ",2," $95,889.84 ",2
Acct-002663,Finance,Finance - Other, $-   ," $330,350,976.36 ",1900," $315,442,652.18 ",1900
Acct-003254,Finance,Finance - Other, $-   ," $72,156,346.04 ",90," $72,156,346.04 ",90
Acct-003444,Finance,Finance - Other, $-   ," $42,398,773.91 ",221," $42,873,000.00 ",221
Acct-002472,Finance,Finance - Other, $-   ," $1,718,266.86 ",9," $1,718,266.86 ",9
Acct-002425,Finance,Finance - Other, $-   , $-   ,0, $-   ,0
Acct-003138,Finance,Finance - Other, $-   , $-   ,0, $-   ,0
Acct-003137,Finance,Finance - Other, $-   , $-   ,0, $-   ,0
Acct-002542,Finance,Finance - Other, $-   ," $17,369,653.89 ",76," $17,369,653.89 ",76
Acct-002419,Finance,Finance - Other, $-   ," $546,238,900.00 ",981," $639,651,330.00 ",981
Acct-001726,Finance,Finance - Other, $-   , $-   ,0, $-   ,0
Acct-002543,Finance,Finance - Other, $-   ," $164,708.85 ",2," $164,708.85 ",2
Acct-003167,Finance,Finance - Other, $-   , $-   ,0, $-   ,0
Acct-003445,Finance,Finance - Other, $-   ," $2,816,239.78 ",16," $2,694,277.62 ",16
Acct-002657,Finance,Finance - Other, $-   ," $496,210.26 ",185," $496,210.26 ",185
Acct-003282,Finance,Finance - Other, $-   ," $138,300.00 ",2," $138,300.00 ",2
Acct-003221,Finance,Finance - Other, $-   ," $119,860.00 ",2," $119,860.00 ",2
Acct-003160,Finance,Finance - Other, $-   ," $7,069,647.06 ",3," $7,069,647.06 ",3
Acct-002512,Finance,Finance - Other, $-   ," $1,803,726.12 ",9," $1,803,726.12 ",9
Acct-003437,Finance,Finance - Other, $-   ," $14,914,348.53 ",50," $13,840,350.37 ",50
Acct-002581,Finance,Finance - Other, $-   , $-   ,0, $-   ,0
Acct-002666,Finance,Finance - Other, $-   , $-   ,0, $-   ,0
Acct-000883,Finance,Finance - Other, $-   ," $253,548,708.28 ",722," $253,548,708.28 ",722
Acct-003311,Finance,Finance - Other, $-   , $-   ,0, $-   ,0
Acct-003258,Finance,Finance - Other, $-   ," $106,857,625.92 ",1950," $117,543,388.33 ",1950
Acct-003285,Finance,Finance - Other, $-   ," $69,416,810.20 ",150," $69,416,810.20 ",150
Acct-002463,Finance,Finance - Other, $-   , $-   ,0, $-   ,0
Acct-002547,Other Industry,Hospitality, $-   , $-   ,0, $-   ,0
Acct-000776,Professional Services,Consulting / Other Professional Services, $-   , $-   ,0, $-   ,0
Acct-003462,Finance,Finance - Other, $-   , $-   ,0, $-   ,0
Acct-003439,Other Industry,Accelerator, $-   ," $244,371.49 ",6," $309,937.68 ",6
Acct-003453,Other Industry,Accelerator, $-   , $-   ,0, $-   ,0
Acct-003432,Other Industry,Accelerator, $-   , $-   ,0, $-   ,0
Acct-003454,Other Industry,Accelerator, $-   ," $436,008.27 ",5," $436,008.27 ",5
Acct-003106,Other Industry,Retail, $-   , $-   ,0, $-   ,0
Acct-003459,Research & Education,K-12 Education, $-   , $-   ,0, $-   ,0
Acct-002503,Research & Education,K-12 Education, $-   , $-   ,0, $-   ,0
Acct-003468,,, $-   , $-   ,0, $-   ,0
Acct-003326,Professional Services,Consulting / Other Professional Services, $-   ," $5,474,763.16 ",31," $4,927,286.94 ",29
Acct-003435,,, $-   , $-   ,0, $-   ,0
Acct-003483,Research & Education,K-12 Education, $-   , $-   ,0, $-   ,0
Acct-003482,Research & Education,K-12 Education, $-   ," $38,752,309.09 ",700," $46,702,341.68 ",700
Acct-003496,Research & Education,K-12 Education, $-   , $-   ,0, $-   ,0
Acct-003495,Research & Education,K-12 Education, $-   , $-   ,0, $-   ,0
Acct-003494,Research & Education,K-12 Education, $-   , $-   ,0, $-   ,0
Acct-003492,Research & Education,K-12 Education, $-   , $-   ,0, $-   ,0
Acct-003486,Research & Education,K-12 Education, $-   , $-   ,0, $-   ,0
Acct-003493,Research & Education,K-12 Education, $-   , $-   ,0, $-   ,0
Acct-003487,Research & Education,K-12 Education, $-   , $-   ,0, $-   ,0
Acct-003488,Research & Education,K-12 Education, $-   , $-   ,0, $-   ,0
Acct-003489,Research & Education,K-12 Education, $-   , $-   ,0, $-   ,0
Acct-003490,Research & Education,K-12 Education, $-   , $-   ,0, $-   ,0
Acct-000213,IT Infrastructure,Colo/Hosting, $-   , $-   ,0, $-   ,0
Acct-001003,IT Infrastructure,Cloud Service Provider, $-   , $-   ,0, $-   ,0
Acct-003291,Other Industry,Accelerator, $-   ," $802,546.60 ",4," $802,546.60 ",4
Acct-001380,Other Industry,Telecommunications Equipment Provider, $-   , $-   ,0, $-   ,0
Acct-000302,IT Infrastructure,Cybersecurity, $-   , $-   ,0, $-   ,0
Acct-003051,Media & Content,Internet Content & Software, $-   , $-   ,0, $-   ,0
Acct-000425,IT Infrastructure,Colo/Hosting, $-   , $-   ,0, $-   ,0
Acct-001141,Telecommunications,PTT, $-   , $-   ,0, $-   ,0
Acct-003060,Media & Content,Internet Content & Software, $-   , $-   ,0, $-   ,0
Acct-003502,Healthcare,Healthcare - Other, $-   , $-   ,0, $-   ,0
Acct-003503,Healthcare,Healthcare - Other, $-   , $-   ,0, $-   ,0
Acct-003504,Healthcare,Healthcare - Other, $-   ," $1,557,645,496.32 ",8000," $1,557,645,496.32 ",8000
